"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 19 15:15:18 GMT 2023","Thu Jan 19 15:16:15 GMT 2023","56889","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","io.github.dzmitryrak.tests.AccountCRUDTest","editAccount","Edit Account",""
"passed","Thu Jan 19 15:13:54 GMT 2023","Thu Jan 19 15:14:23 GMT 2023","29734","Build Verification Test","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","io.github.dzmitryrak.tests.LeadCRUDTest","deleteLead","Delete Lead",""
"failed","Thu Jan 19 15:15:16 GMT 2023","Thu Jan 19 15:16:17 GMT 2023","60440","Build Verification Test","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","io.github.dzmitryrak.tests.ContactCRUDTest","editContact","Edit Contact",""
"passed","Thu Jan 19 15:15:27 GMT 2023","Thu Jan 19 15:15:42 GMT 2023","14710","Build Verification Test","Cases","io.github.dzmitryrak.tests.CaseTest","io.github.dzmitryrak.tests.CaseTest","sortingListView","Check that listview sorting exists and works",""
"passed","Thu Jan 19 15:15:42 GMT 2023","Thu Jan 19 15:16:06 GMT 2023","23847","Build Verification Test","Cases","io.github.dzmitryrak.tests.CaseTest","io.github.dzmitryrak.tests.CaseTest","tableSortingValidation","Check that correct case could be opened from table",""
"passed","Thu Jan 19 15:13:18 GMT 2023","Thu Jan 19 15:13:53 GMT 2023","35023","Build Verification Test","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","io.github.dzmitryrak.tests.LeadCRUDTest","createLead","Create Lead",""
"passed","Thu Jan 19 15:14:38 GMT 2023","Thu Jan 19 15:15:18 GMT 2023","40176","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","io.github.dzmitryrak.tests.AccountCRUDTest","deleteAccount","Delete Account",""
"passed","Thu Jan 19 15:14:06 GMT 2023","Thu Jan 19 15:14:37 GMT 2023","31266","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","io.github.dzmitryrak.tests.AccountCRUDTest","createAccountSomeFields","Create account with several fields specified",""
"passed","Thu Jan 19 15:13:18 GMT 2023","Thu Jan 19 15:14:05 GMT 2023","47075","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","io.github.dzmitryrak.tests.AccountCRUDTest","createAccount","Create Account",""
"failed","Thu Jan 19 15:14:22 GMT 2023","Thu Jan 19 15:15:15 GMT 2023","53585","Build Verification Test","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","io.github.dzmitryrak.tests.ContactCRUDTest","deleteContact","Delete Contact",""
"failed","Thu Jan 19 15:13:18 GMT 2023","Thu Jan 19 15:14:21 GMT 2023","63330","Build Verification Test","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","io.github.dzmitryrak.tests.ContactCRUDTest","createContact","Create Contact",""
"passed","Thu Jan 19 15:16:07 GMT 2023","Thu Jan 19 15:16:30 GMT 2023","23735","Build Verification Test","Cases","io.github.dzmitryrak.tests.CaseTest","io.github.dzmitryrak.tests.CaseTest","tableValidation","Check that values of cells could be interacted",""
"passed","Thu Jan 19 15:14:24 GMT 2023","Thu Jan 19 15:15:12 GMT 2023","48014","Build Verification Test","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","io.github.dzmitryrak.tests.LeadCRUDTest","editLead","Edit Lead",""
"failed","Thu Jan 19 15:16:16 GMT 2023","Thu Jan 19 15:16:39 GMT 2023","22544","Build Verification Test","Others","io.github.dzmitryrak.tests.ReadModalErrorTest","io.github.dzmitryrak.tests.ReadModalErrorTest","testErrorMessage","Check Error Message",""
"passed","Thu Jan 19 15:15:13 GMT 2023","Thu Jan 19 15:15:26 GMT 2023","13476","Build Verification Test","Cases","io.github.dzmitryrak.tests.CaseTest","io.github.dzmitryrak.tests.CaseTest","panelValidation","Check that panel could be validated",""
