"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15454","Validate data from list view table by index","Build Verification Test","Tue Apr 15 09:28:39 GMT 2025","passed","Tue Apr 15 09:28:54 GMT 2025","io.github.dzmitryrak.tests.GetDataFromTableTest","Others","io.github.dzmitryrak.tests.GetDataFromTableTest","tableDataValidationByIndex"
"","23611","Check that listview sorting exists and works","Build Verification Test","Tue Apr 15 09:27:27 GMT 2025","failed","Tue Apr 15 09:27:51 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","sortingListView"
"","50270","Create Account","Build Verification Test","Tue Apr 15 09:24:39 GMT 2025","failed","Tue Apr 15 09:25:29 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","createAccount"
"","23874","Check that correct case could be opened from table","Build Verification Test","Tue Apr 15 09:27:51 GMT 2025","failed","Tue Apr 15 09:28:15 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","tableSortingValidation"
"","38232","Account CRUD test in a different language (Spanish)","Build Verification Test","Tue Apr 15 09:26:43 GMT 2025","failed","Tue Apr 15 09:27:21 GMT 2025","io.github.dzmitryrak.tests.SpanishLanguageTest","CRUD for Contact","io.github.dzmitryrak.tests.SpanishLanguageTest","createAccountEditAndDeleteInSpanish"
"","41138","Delete Account","Build Verification Test","Tue Apr 15 09:35:41 GMT 2025","failed","Tue Apr 15 09:36:22 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","deleteAccount"
"","48755","Edit Lead","Build Verification Test","Tue Apr 15 09:26:09 GMT 2025","passed","Tue Apr 15 09:26:58 GMT 2025","io.github.dzmitryrak.tests.LeadCRUDTest","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","editLead"
"","51020","Create Contact","Build Verification Test","Tue Apr 15 09:24:39 GMT 2025","failed","Tue Apr 15 09:25:30 GMT 2025","io.github.dzmitryrak.tests.ContactCRUDTest","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","createContact"
"","10818","Check that panel could be validated","Build Verification Test","Tue Apr 15 09:27:16 GMT 2025","passed","Tue Apr 15 09:27:26 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","panelValidation"
"","42549","Delete Lead","Build Verification Test","Tue Apr 15 09:25:26 GMT 2025","passed","Tue Apr 15 09:26:08 GMT 2025","io.github.dzmitryrak.tests.LeadCRUDTest","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","deleteLead"
"","46375","Delete Contact","Build Verification Test","Tue Apr 15 09:25:31 GMT 2025","failed","Tue Apr 15 09:26:17 GMT 2025","io.github.dzmitryrak.tests.ContactCRUDTest","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","deleteContact"
"","16740","Check that we can click on any button on case detail page","Build Verification Test","Tue Apr 15 09:26:58 GMT 2025","passed","Tue Apr 15 09:27:15 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","clickButtonOnDetailPage"
"","46217","Create Lead","Build Verification Test","Tue Apr 15 09:24:39 GMT 2025","passed","Tue Apr 15 09:25:25 GMT 2025","io.github.dzmitryrak.tests.LeadCRUDTest","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","createLead"
"","610839","Create account with several fields specified","Build Verification Test","Tue Apr 15 09:25:30 GMT 2025","failed","Tue Apr 15 09:35:41 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","createAccountSomeFields"
"","32588","Check Error Message","Build Verification Test","Tue Apr 15 09:27:22 GMT 2025","passed","Tue Apr 15 09:27:54 GMT 2025","io.github.dzmitryrak.tests.ReadModalErrorTest","Others","io.github.dzmitryrak.tests.ReadModalErrorTest","testErrorMessage"
"","24690","Edit Contact","Build Verification Test","Tue Apr 15 09:26:18 GMT 2025","failed","Tue Apr 15 09:26:42 GMT 2025","io.github.dzmitryrak.tests.ContactCRUDTest","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","editContact"
"","23471","Check that values of cells could be interacted","Build Verification Test","Tue Apr 15 09:28:16 GMT 2025","failed","Tue Apr 15 09:28:39 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","tableValidation"
"","43259","Validate data from list view table by column name","Build Verification Test","Tue Apr 15 09:27:55 GMT 2025","passed","Tue Apr 15 09:28:38 GMT 2025","io.github.dzmitryrak.tests.GetDataFromTableTest","Others","io.github.dzmitryrak.tests.GetDataFromTableTest","tableDataValidationByColumnName"
"","48171","Edit Account","Build Verification Test","Tue Apr 15 09:36:23 GMT 2025","passed","Tue Apr 15 09:37:11 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","editAccount"
