"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jan 11 15:30:24 GMT 2023","Wed Jan 11 15:31:19 GMT 2023","54868","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","io.github.dzmitryrak.tests.AccountCRUDTest","createAccount","Create Account",""
"passed","Wed Jan 11 15:30:24 GMT 2023","Wed Jan 11 15:31:29 GMT 2023","64557","Build Verification Test","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","io.github.dzmitryrak.tests.ContactCRUDTest","createContact","Create Contact",""
"passed","Wed Jan 11 15:32:41 GMT 2023","Wed Jan 11 15:32:59 GMT 2023","18219","Build Verification Test","Cases","io.github.dzmitryrak.tests.CaseTest","io.github.dzmitryrak.tests.CaseTest","sortingListView","Check that listview sorting exists and works",""
"passed","Wed Jan 11 15:33:00 GMT 2023","Wed Jan 11 15:33:30 GMT 2023","30673","Build Verification Test","Cases","io.github.dzmitryrak.tests.CaseTest","io.github.dzmitryrak.tests.CaseTest","tableValidation","Check that values of cells could be interacted",""
"passed","Wed Jan 11 15:32:31 GMT 2023","Wed Jan 11 15:33:47 GMT 2023","75915","Build Verification Test","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","io.github.dzmitryrak.tests.ContactCRUDTest","editContact","Edit Contact",""
"passed","Wed Jan 11 15:31:20 GMT 2023","Wed Jan 11 15:31:54 GMT 2023","34332","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","io.github.dzmitryrak.tests.AccountCRUDTest","createAccountSomeFields","Create account with several fields specified",""
"passed","Wed Jan 11 15:31:03 GMT 2023","Wed Jan 11 15:31:34 GMT 2023","30977","Build Verification Test","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","io.github.dzmitryrak.tests.LeadCRUDTest","deleteLead","Delete Lead",""
"passed","Wed Jan 11 15:31:34 GMT 2023","Wed Jan 11 15:32:19 GMT 2023","45392","Build Verification Test","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","io.github.dzmitryrak.tests.LeadCRUDTest","editLead","Edit Lead",""
"passed","Wed Jan 11 15:32:24 GMT 2023","Wed Jan 11 15:33:15 GMT 2023","50912","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","io.github.dzmitryrak.tests.AccountCRUDTest","editAccount","Edit Account",""
"passed","Wed Jan 11 15:32:20 GMT 2023","Wed Jan 11 15:32:40 GMT 2023","20107","Build Verification Test","Cases","io.github.dzmitryrak.tests.CaseTest","io.github.dzmitryrak.tests.CaseTest","panelValidation","Check that panel could be validated",""
"passed","Wed Jan 11 15:30:24 GMT 2023","Wed Jan 11 15:31:02 GMT 2023","37591","Build Verification Test","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","io.github.dzmitryrak.tests.LeadCRUDTest","createLead","Create Lead",""
"passed","Wed Jan 11 15:31:55 GMT 2023","Wed Jan 11 15:32:23 GMT 2023","28286","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","io.github.dzmitryrak.tests.AccountCRUDTest","deleteAccount","Delete Account",""
"passed","Wed Jan 11 15:31:29 GMT 2023","Wed Jan 11 15:32:30 GMT 2023","60753","Build Verification Test","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","io.github.dzmitryrak.tests.ContactCRUDTest","deleteContact","Delete Contact",""
"passed","Wed Jan 11 15:33:15 GMT 2023","Wed Jan 11 15:33:43 GMT 2023","27596","Build Verification Test","Others","io.github.dzmitryrak.tests.ReadModalErrorTest","io.github.dzmitryrak.tests.ReadModalErrorTest","testErrorMessage","Check Error Message",""
