"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","49228","Create Contact","Build Verification Test","Wed May 07 08:46:06 GMT 2025","failed","Wed May 07 08:46:55 GMT 2025","io.github.dzmitryrak.tests.ContactCRUDTest","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","createContact"
"","36630","Account CRUD test in a different language (Spanish)","Build Verification Test","Wed May 07 08:49:01 GMT 2025","passed","Wed May 07 08:49:37 GMT 2025","io.github.dzmitryrak.tests.SpanishLanguageTest","CRUD for Contact","io.github.dzmitryrak.tests.SpanishLanguageTest","createAccountEditAndDeleteInSpanish"
"","43867","Delete Account","Build Verification Test","Wed May 07 08:47:25 GMT 2025","passed","Wed May 07 08:48:09 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","deleteAccount"
"","15771","Validate data from list view table by index","Build Verification Test","Wed May 07 08:50:58 GMT 2025","passed","Wed May 07 08:51:14 GMT 2025","io.github.dzmitryrak.tests.GetDataFromTableTest","Others","io.github.dzmitryrak.tests.GetDataFromTableTest","tableDataValidationByIndex"
"","74620","Edit Contact","Build Verification Test","Wed May 07 08:47:46 GMT 2025","passed","Wed May 07 08:49:00 GMT 2025","io.github.dzmitryrak.tests.ContactCRUDTest","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","editContact"
"","32845","Check Error Message","Build Verification Test","Wed May 07 08:49:38 GMT 2025","passed","Wed May 07 08:50:11 GMT 2025","io.github.dzmitryrak.tests.ReadModalErrorTest","Others","io.github.dzmitryrak.tests.ReadModalErrorTest","testErrorMessage"
"","19934","Check that values of cells could be interacted","Build Verification Test","Wed May 07 08:50:00 GMT 2025","passed","Wed May 07 08:50:20 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","tableValidation"
"","17674","Check that correct case could be opened from table","Build Verification Test","Wed May 07 08:49:42 GMT 2025","passed","Wed May 07 08:49:59 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","tableSortingValidation"
"","33275","Create account with several fields specified","Build Verification Test","Wed May 07 08:46:52 GMT 2025","passed","Wed May 07 08:47:25 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","createAccountSomeFields"
"","612502","Create Lead","Build Verification Test","Wed May 07 08:46:06 GMT 2025","failed","Wed May 07 08:56:18 GMT 2025","io.github.dzmitryrak.tests.LeadCRUDTest","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","createLead"
"","45255","Create Account","Build Verification Test","Wed May 07 08:46:06 GMT 2025","passed","Wed May 07 08:46:51 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","createAccount"
"","39716","Delete Lead","Build Verification Test","Wed May 07 08:56:19 GMT 2025","passed","Wed May 07 08:56:59 GMT 2025","io.github.dzmitryrak.tests.LeadCRUDTest","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","deleteLead"
"","11496","Check that panel could be validated","Build Verification Test","Wed May 07 08:49:18 GMT 2025","failed","Wed May 07 08:49:29 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","panelValidation"
"","49312","Edit Account","Build Verification Test","Wed May 07 08:48:10 GMT 2025","passed","Wed May 07 08:48:59 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","editAccount"
"","49588","Delete Contact","Build Verification Test","Wed May 07 08:46:56 GMT 2025","failed","Wed May 07 08:47:45 GMT 2025","io.github.dzmitryrak.tests.ContactCRUDTest","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","deleteContact"
"","11278","Check that listview sorting exists and works","Build Verification Test","Wed May 07 08:49:30 GMT 2025","passed","Wed May 07 08:49:41 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","sortingListView"
"","17293","Check that we can click on any button on case detail page","Build Verification Test","Wed May 07 08:49:00 GMT 2025","passed","Wed May 07 08:49:17 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","clickButtonOnDetailPage"
"","23773","Edit Lead","Build Verification Test","Wed May 07 08:56:59 GMT 2025","failed","Wed May 07 08:57:23 GMT 2025","io.github.dzmitryrak.tests.LeadCRUDTest","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","editLead"
"","45858","Validate data from list view table by column name","Build Verification Test","Wed May 07 08:50:12 GMT 2025","passed","Wed May 07 08:50:58 GMT 2025","io.github.dzmitryrak.tests.GetDataFromTableTest","Others","io.github.dzmitryrak.tests.GetDataFromTableTest","tableDataValidationByColumnName"
