"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Feb 24 09:54:48 GMT 2023","Fri Feb 24 09:55:32 GMT 2023","44732","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","io.github.dzmitryrak.tests.AccountCRUDTest","createAccount","Create Account",""
"passed","Fri Feb 24 09:58:48 GMT 2023","Fri Feb 24 09:59:16 GMT 2023","27435","Build Verification Test","Others","io.github.dzmitryrak.tests.GetDataFromTableTest","io.github.dzmitryrak.tests.GetDataFromTableTest","tableDataValidationByIndex","Validate data from list view table by index",""
"failed","Fri Feb 24 09:56:58 GMT 2023","Fri Feb 24 09:57:43 GMT 2023","44689","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","io.github.dzmitryrak.tests.AccountCRUDTest","editAccount","Edit Account",""
"failed","Fri Feb 24 09:54:48 GMT 2023","Fri Feb 24 09:56:09 GMT 2023","81185","Build Verification Test","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","io.github.dzmitryrak.tests.ContactCRUDTest","createContact","Create Contact",""
"failed","Fri Feb 24 09:55:40 GMT 2023","Fri Feb 24 09:56:28 GMT 2023","47721","Build Verification Test","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","io.github.dzmitryrak.tests.LeadCRUDTest","deleteLead","Delete Lead",""
"passed","Fri Feb 24 09:58:17 GMT 2023","Fri Feb 24 09:58:47 GMT 2023","30652","Build Verification Test","Others","io.github.dzmitryrak.tests.GetDataFromTableTest","io.github.dzmitryrak.tests.GetDataFromTableTest","tableDataValidationByColumnName","Validate data from list view table by column name",""
"failed","Fri Feb 24 09:55:34 GMT 2023","Fri Feb 24 09:56:14 GMT 2023","39800","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","io.github.dzmitryrak.tests.AccountCRUDTest","createAccountSomeFields","Create account with several fields specified",""
"passed","Fri Feb 24 09:57:44 GMT 2023","Fri Feb 24 09:58:16 GMT 2023","32544","Build Verification Test","Others","io.github.dzmitryrak.tests.ReadModalErrorTest","io.github.dzmitryrak.tests.ReadModalErrorTest","testErrorMessage","Check Error Message",""
"failed","Fri Feb 24 09:56:15 GMT 2023","Fri Feb 24 09:56:57 GMT 2023","42714","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","io.github.dzmitryrak.tests.AccountCRUDTest","deleteAccount","Delete Account",""
"failed","Fri Feb 24 09:56:29 GMT 2023","Fri Feb 24 09:57:14 GMT 2023","45045","Build Verification Test","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","io.github.dzmitryrak.tests.LeadCRUDTest","editLead","Edit Lead",""
"failed","Fri Feb 24 09:54:48 GMT 2023","Fri Feb 24 09:55:39 GMT 2023","51622","Build Verification Test","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","io.github.dzmitryrak.tests.LeadCRUDTest","createLead","Create Lead",""
"passed","Fri Feb 24 09:57:37 GMT 2023","Fri Feb 24 09:57:58 GMT 2023","21420","Build Verification Test","Cases","io.github.dzmitryrak.tests.CaseTest","io.github.dzmitryrak.tests.CaseTest","sortingListView","Check that listview sorting exists and works",""
"skipped","Fri Feb 24 09:58:34 GMT 2023","Fri Feb 24 09:58:34 GMT 2023","1","Build Verification Test","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","io.github.dzmitryrak.tests.ContactCRUDTest","editContact","Edit Contact",""
"broken","Fri Feb 24 09:58:34 GMT 2023","Fri Feb 24 09:58:34 GMT 2023","5","Build Verification Test","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","io.github.dzmitryrak.tests.ContactCRUDTest","setUp","Open browser",""
"passed","Fri Feb 24 09:58:28 GMT 2023","Fri Feb 24 09:59:03 GMT 2023","34986","Build Verification Test","Cases","io.github.dzmitryrak.tests.CaseTest","io.github.dzmitryrak.tests.CaseTest","tableValidation","Check that values of cells could be interacted",""
"failed","Fri Feb 24 09:56:10 GMT 2023","Fri Feb 24 09:56:55 GMT 2023","45492","Build Verification Test","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","io.github.dzmitryrak.tests.ContactCRUDTest","deleteContact","Delete Contact",""
"passed","Fri Feb 24 09:57:59 GMT 2023","Fri Feb 24 09:58:28 GMT 2023","28619","Build Verification Test","Cases","io.github.dzmitryrak.tests.CaseTest","io.github.dzmitryrak.tests.CaseTest","tableSortingValidation","Check that correct case could be opened from table",""
"passed","Fri Feb 24 09:57:15 GMT 2023","Fri Feb 24 09:57:36 GMT 2023","21545","Build Verification Test","Cases","io.github.dzmitryrak.tests.CaseTest","io.github.dzmitryrak.tests.CaseTest","panelValidation","Check that panel could be validated",""
