"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 16 08:33:08 GMT 2023","Thu Mar 16 08:33:42 GMT 2023","33660","Build Verification Test","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","io.github.dzmitryrak.tests.LeadCRUDTest","deleteLead","Delete Lead",""
"passed","Thu Mar 16 08:32:36 GMT 2023","Thu Mar 16 08:33:07 GMT 2023","31567","Build Verification Test","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","io.github.dzmitryrak.tests.LeadCRUDTest","createLead","Create Lead",""
"passed","Thu Mar 16 08:36:14 GMT 2023","Thu Mar 16 08:36:52 GMT 2023","37554","Build Verification Test","Others","io.github.dzmitryrak.tests.ReadModalErrorTest","io.github.dzmitryrak.tests.ReadModalErrorTest","testErrorMessage","Check Error Message",""
"passed","Thu Mar 16 08:36:31 GMT 2023","Thu Mar 16 08:37:33 GMT 2023","62369","Build Verification Test","CRUD for Contact","io.github.dzmitryrak.tests.SpanishLanguageTest","io.github.dzmitryrak.tests.SpanishLanguageTest","createAccountEditAndDeleteInSpanish","Account CRUD test in a different language (Spanish)",""
"passed","Thu Mar 16 08:35:16 GMT 2023","Thu Mar 16 08:35:38 GMT 2023","21902","Build Verification Test","Cases","io.github.dzmitryrak.tests.CaseTest","io.github.dzmitryrak.tests.CaseTest","tableSortingValidation","Check that correct case could be opened from table",""
"passed","Thu Mar 16 08:35:12 GMT 2023","Thu Mar 16 08:36:19 GMT 2023","66911","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","io.github.dzmitryrak.tests.AccountCRUDTest","editAccount","Edit Account",""
"passed","Thu Mar 16 08:36:52 GMT 2023","Thu Mar 16 08:37:42 GMT 2023","49591","Build Verification Test","Others","io.github.dzmitryrak.tests.GetDataFromTableTest","io.github.dzmitryrak.tests.GetDataFromTableTest","tableDataValidationByColumnName","Validate data from list view table by column name",""
"passed","Thu Mar 16 08:33:36 GMT 2023","Thu Mar 16 08:34:21 GMT 2023","45552","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","io.github.dzmitryrak.tests.AccountCRUDTest","createAccountSomeFields","Create account with several fields specified",""
"passed","Thu Mar 16 08:33:42 GMT 2023","Thu Mar 16 08:34:29 GMT 2023","46484","Build Verification Test","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","io.github.dzmitryrak.tests.LeadCRUDTest","editLead","Edit Lead",""
"passed","Thu Mar 16 08:34:59 GMT 2023","Thu Mar 16 08:36:30 GMT 2023","91096","Build Verification Test","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","io.github.dzmitryrak.tests.ContactCRUDTest","editContact","Edit Contact",""
"passed","Thu Mar 16 08:35:38 GMT 2023","Thu Mar 16 08:36:13 GMT 2023","34729","Build Verification Test","Cases","io.github.dzmitryrak.tests.CaseTest","io.github.dzmitryrak.tests.CaseTest","tableValidation","Check that values of cells could be interacted",""
"passed","Thu Mar 16 08:34:22 GMT 2023","Thu Mar 16 08:35:11 GMT 2023","48425","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","io.github.dzmitryrak.tests.AccountCRUDTest","deleteAccount","Delete Account",""
"passed","Thu Mar 16 08:34:29 GMT 2023","Thu Mar 16 08:34:53 GMT 2023","23504","Build Verification Test","Cases","io.github.dzmitryrak.tests.CaseTest","io.github.dzmitryrak.tests.CaseTest","panelValidation","Check that panel could be validated",""
"passed","Thu Mar 16 08:37:42 GMT 2023","Thu Mar 16 08:37:59 GMT 2023","16661","Build Verification Test","Others","io.github.dzmitryrak.tests.GetDataFromTableTest","io.github.dzmitryrak.tests.GetDataFromTableTest","tableDataValidationByIndex","Validate data from list view table by index",""
"passed","Thu Mar 16 08:32:36 GMT 2023","Thu Mar 16 08:33:48 GMT 2023","72342","Build Verification Test","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","io.github.dzmitryrak.tests.ContactCRUDTest","createContact","Create Contact",""
"passed","Thu Mar 16 08:32:36 GMT 2023","Thu Mar 16 08:33:35 GMT 2023","59148","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","io.github.dzmitryrak.tests.AccountCRUDTest","createAccount","Create Account",""
"passed","Thu Mar 16 08:33:49 GMT 2023","Thu Mar 16 08:34:59 GMT 2023","69850","Build Verification Test","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","io.github.dzmitryrak.tests.ContactCRUDTest","deleteContact","Delete Contact",""
"passed","Thu Mar 16 08:34:54 GMT 2023","Thu Mar 16 08:35:15 GMT 2023","21561","Build Verification Test","Cases","io.github.dzmitryrak.tests.CaseTest","io.github.dzmitryrak.tests.CaseTest","sortingListView","Check that listview sorting exists and works",""
