"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","35698","Create account with several fields specified","Build Verification Test","Wed Apr 23 07:26:35 GMT 2025","passed","Wed Apr 23 07:27:10 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","createAccountSomeFields"
"","14975","Validate data from list view table by index","Build Verification Test","Wed Apr 23 07:30:03 GMT 2025","passed","Wed Apr 23 07:30:18 GMT 2025","io.github.dzmitryrak.tests.GetDataFromTableTest","Others","io.github.dzmitryrak.tests.GetDataFromTableTest","tableDataValidationByIndex"
"","44132","Delete Lead","Build Verification Test","Wed Apr 23 07:26:32 GMT 2025","passed","Wed Apr 23 07:27:17 GMT 2025","io.github.dzmitryrak.tests.LeadCRUDTest","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","deleteLead"
"","17683","Check that correct case could be opened from table","Build Verification Test","Wed Apr 23 07:28:53 GMT 2025","passed","Wed Apr 23 07:29:11 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","tableSortingValidation"
"","10913","Check that panel could be validated","Build Verification Test","Wed Apr 23 07:28:29 GMT 2025","passed","Wed Apr 23 07:28:39 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","panelValidation"
"","14926","Check that we can click on any button on case detail page","Build Verification Test","Wed Apr 23 07:28:13 GMT 2025","passed","Wed Apr 23 07:28:28 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","clickButtonOnDetailPage"
"","49892","Delete Contact","Build Verification Test","Wed Apr 23 07:26:49 GMT 2025","passed","Wed Apr 23 07:27:38 GMT 2025","io.github.dzmitryrak.tests.ContactCRUDTest","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","deleteContact"
"","37609","Account CRUD test in a different language (Spanish)","Build Verification Test","Wed Apr 23 07:29:03 GMT 2025","passed","Wed Apr 23 07:29:41 GMT 2025","io.github.dzmitryrak.tests.SpanishLanguageTest","CRUD for Contact","io.github.dzmitryrak.tests.SpanishLanguageTest","createAccountEditAndDeleteInSpanish"
"","43247","Delete Account","Build Verification Test","Wed Apr 23 07:27:11 GMT 2025","passed","Wed Apr 23 07:27:54 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","deleteAccount"
"","12288","Check that listview sorting exists and works","Build Verification Test","Wed Apr 23 07:28:40 GMT 2025","passed","Wed Apr 23 07:28:53 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","sortingListView"
"","62337","Create Contact","Build Verification Test","Wed Apr 23 07:25:46 GMT 2025","passed","Wed Apr 23 07:26:48 GMT 2025","io.github.dzmitryrak.tests.ContactCRUDTest","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","createContact"
"","24153","Check Error Message","Build Verification Test","Wed Apr 23 07:28:52 GMT 2025","failed","Wed Apr 23 07:29:16 GMT 2025","io.github.dzmitryrak.tests.ReadModalErrorTest","Others","io.github.dzmitryrak.tests.ReadModalErrorTest","testErrorMessage"
"","45230","Validate data from list view table by column name","Build Verification Test","Wed Apr 23 07:29:17 GMT 2025","passed","Wed Apr 23 07:30:03 GMT 2025","io.github.dzmitryrak.tests.GetDataFromTableTest","Others","io.github.dzmitryrak.tests.GetDataFromTableTest","tableDataValidationByColumnName"
"","83336","Edit Contact","Build Verification Test","Wed Apr 23 07:27:39 GMT 2025","passed","Wed Apr 23 07:29:02 GMT 2025","io.github.dzmitryrak.tests.ContactCRUDTest","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","editContact"
"","45948","Create Lead","Build Verification Test","Wed Apr 23 07:25:46 GMT 2025","passed","Wed Apr 23 07:26:31 GMT 2025","io.github.dzmitryrak.tests.LeadCRUDTest","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","createLead"
"","48087","Create Account","Build Verification Test","Wed Apr 23 07:25:46 GMT 2025","passed","Wed Apr 23 07:26:34 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","createAccount"
"","56522","Edit Account","Build Verification Test","Wed Apr 23 07:27:55 GMT 2025","passed","Wed Apr 23 07:28:52 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","editAccount"
"","22186","Check that values of cells could be interacted","Build Verification Test","Wed Apr 23 07:29:12 GMT 2025","passed","Wed Apr 23 07:29:34 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","tableValidation"
"","55003","Edit Lead","Build Verification Test","Wed Apr 23 07:27:17 GMT 2025","passed","Wed Apr 23 07:28:12 GMT 2025","io.github.dzmitryrak.tests.LeadCRUDTest","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","editLead"
