"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 09 22:24:51 GMT 2023","Thu Mar 09 22:26:20 GMT 2023","88768","Build Verification Test","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","io.github.dzmitryrak.tests.ContactCRUDTest","editContact","Edit Contact",""
"passed","Thu Mar 09 22:23:16 GMT 2023","Thu Mar 09 22:23:52 GMT 2023","36318","Build Verification Test","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","io.github.dzmitryrak.tests.LeadCRUDTest","deleteLead","Delete Lead",""
"passed","Thu Mar 09 22:24:26 GMT 2023","Thu Mar 09 22:25:17 GMT 2023","50257","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","io.github.dzmitryrak.tests.AccountCRUDTest","deleteAccount","Delete Account",""
"passed","Thu Mar 09 22:26:54 GMT 2023","Thu Mar 09 22:27:41 GMT 2023","46711","Build Verification Test","Others","io.github.dzmitryrak.tests.GetDataFromTableTest","io.github.dzmitryrak.tests.GetDataFromTableTest","tableDataValidationByColumnName","Validate data from list view table by column name",""
"passed","Thu Mar 09 22:25:44 GMT 2023","Thu Mar 09 22:26:19 GMT 2023","34624","Build Verification Test","Cases","io.github.dzmitryrak.tests.CaseTest","io.github.dzmitryrak.tests.CaseTest","tableValidation","Check that values of cells could be interacted",""
"broken","Thu Mar 09 22:28:02 GMT 2023","Thu Mar 09 22:28:02 GMT 2023","1","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.SpanishLanguageTest","io.github.dzmitryrak.tests.SpanishLanguageTest","setUp","Open browser",""
"passed","Thu Mar 09 22:23:53 GMT 2023","Thu Mar 09 22:24:39 GMT 2023","46596","Build Verification Test","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","io.github.dzmitryrak.tests.LeadCRUDTest","editLead","Edit Lead",""
"passed","Thu Mar 09 22:22:43 GMT 2023","Thu Mar 09 22:23:48 GMT 2023","64189","Build Verification Test","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","io.github.dzmitryrak.tests.ContactCRUDTest","createContact","Create Contact",""
"passed","Thu Mar 09 22:23:48 GMT 2023","Thu Mar 09 22:24:50 GMT 2023","61969","Build Verification Test","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","io.github.dzmitryrak.tests.ContactCRUDTest","deleteContact","Delete Contact",""
"passed","Thu Mar 09 22:22:43 GMT 2023","Thu Mar 09 22:23:15 GMT 2023","32010","Build Verification Test","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","io.github.dzmitryrak.tests.LeadCRUDTest","createLead","Create Lead",""
"passed","Thu Mar 09 22:22:43 GMT 2023","Thu Mar 09 22:23:39 GMT 2023","55824","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","io.github.dzmitryrak.tests.AccountCRUDTest","createAccount","Create Account",""
"skipped","Thu Mar 09 22:28:02 GMT 2023","Thu Mar 09 22:28:02 GMT 2023","1","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.SpanishLanguageTest","io.github.dzmitryrak.tests.SpanishLanguageTest","createAccountEditAndDeleteInSpanish","Account CRUD test in a different language (Spanish)",""
"passed","Thu Mar 09 22:25:17 GMT 2023","Thu Mar 09 22:26:24 GMT 2023","66173","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","io.github.dzmitryrak.tests.AccountCRUDTest","editAccount","Edit Account",""
"passed","Thu Mar 09 22:23:40 GMT 2023","Thu Mar 09 22:24:26 GMT 2023","45772","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","io.github.dzmitryrak.tests.AccountCRUDTest","createAccountSomeFields","Create account with several fields specified",""
"failed","Thu Mar 09 22:26:19 GMT 2023","Thu Mar 09 22:26:54 GMT 2023","34657","Build Verification Test","Others","io.github.dzmitryrak.tests.ReadModalErrorTest","io.github.dzmitryrak.tests.ReadModalErrorTest","testErrorMessage","Check Error Message",""
"passed","Thu Mar 09 22:24:40 GMT 2023","Thu Mar 09 22:25:01 GMT 2023","20864","Build Verification Test","Cases","io.github.dzmitryrak.tests.CaseTest","io.github.dzmitryrak.tests.CaseTest","panelValidation","Check that panel could be validated",""
"passed","Thu Mar 09 22:25:19 GMT 2023","Thu Mar 09 22:25:43 GMT 2023","24295","Build Verification Test","Cases","io.github.dzmitryrak.tests.CaseTest","io.github.dzmitryrak.tests.CaseTest","tableSortingValidation","Check that correct case could be opened from table",""
"passed","Thu Mar 09 22:27:42 GMT 2023","Thu Mar 09 22:27:57 GMT 2023","15606","Build Verification Test","Others","io.github.dzmitryrak.tests.GetDataFromTableTest","io.github.dzmitryrak.tests.GetDataFromTableTest","tableDataValidationByIndex","Validate data from list view table by index",""
"passed","Thu Mar 09 22:25:02 GMT 2023","Thu Mar 09 22:25:19 GMT 2023","16801","Build Verification Test","Cases","io.github.dzmitryrak.tests.CaseTest","io.github.dzmitryrak.tests.CaseTest","sortingListView","Check that listview sorting exists and works",""
