"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","27790","Create Contact","Build Verification Test","Mon Mar 17 12:16:05 GMT 2025","failed","Mon Mar 17 12:16:33 GMT 2025","io.github.dzmitryrak.tests.ContactCRUDTest","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","createContact"
"","33614","Create account with several fields specified","Build Verification Test","Mon Mar 17 12:16:58 GMT 2025","failed","Mon Mar 17 12:17:32 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","createAccountSomeFields"
"","33136","Validate data from list view table by index","Build Verification Test","Mon Mar 17 12:20:21 GMT 2025","failed","Mon Mar 17 12:20:54 GMT 2025","io.github.dzmitryrak.tests.GetDataFromTableTest","Others","io.github.dzmitryrak.tests.GetDataFromTableTest","tableDataValidationByIndex"
"","42482","Check Error Message","Build Verification Test","Mon Mar 17 12:19:04 GMT 2025","passed","Mon Mar 17 12:19:47 GMT 2025","io.github.dzmitryrak.tests.ReadModalErrorTest","Others","io.github.dzmitryrak.tests.ReadModalErrorTest","testErrorMessage"
"","24890","Create Lead","Build Verification Test","Mon Mar 17 12:16:05 GMT 2025","passed","Mon Mar 17 12:16:30 GMT 2025","io.github.dzmitryrak.tests.LeadCRUDTest","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","createLead"
"","11615","Check that listview sorting exists and works","Build Verification Test","Mon Mar 17 12:18:51 GMT 2025","passed","Mon Mar 17 12:19:03 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","sortingListView"
"","52747","Create Account","Build Verification Test","Mon Mar 17 12:16:05 GMT 2025","passed","Mon Mar 17 12:16:58 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","createAccount"
"","52086","Delete Account","Build Verification Test","Mon Mar 17 12:17:33 GMT 2025","passed","Mon Mar 17 12:18:25 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","deleteAccount"
"","54543","Delete Contact","Build Verification Test","Mon Mar 17 12:16:33 GMT 2025","failed","Mon Mar 17 12:17:28 GMT 2025","io.github.dzmitryrak.tests.ContactCRUDTest","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","deleteContact"
"","33015","Validate data from list view table by column name","Build Verification Test","Mon Mar 17 12:19:47 GMT 2025","failed","Mon Mar 17 12:20:20 GMT 2025","io.github.dzmitryrak.tests.GetDataFromTableTest","Others","io.github.dzmitryrak.tests.GetDataFromTableTest","tableDataValidationByColumnName"
"","51316","Delete Lead","Build Verification Test","Mon Mar 17 12:16:31 GMT 2025","passed","Mon Mar 17 12:17:22 GMT 2025","io.github.dzmitryrak.tests.LeadCRUDTest","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","deleteLead"
"","37971","Edit Account","Build Verification Test","Mon Mar 17 12:18:25 GMT 2025","failed","Mon Mar 17 12:19:03 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","editAccount"
"","85296","Edit Contact","Build Verification Test","Mon Mar 17 12:17:29 GMT 2025","passed","Mon Mar 17 12:18:54 GMT 2025","io.github.dzmitryrak.tests.ContactCRUDTest","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","editContact"
"","61589","Edit Lead","Build Verification Test","Mon Mar 17 12:17:23 GMT 2025","passed","Mon Mar 17 12:18:24 GMT 2025","io.github.dzmitryrak.tests.LeadCRUDTest","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","editLead"
"","15043","Check that we can click on any button on case detail page","Build Verification Test","Mon Mar 17 12:18:25 GMT 2025","passed","Mon Mar 17 12:18:40 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","clickButtonOnDetailPage"
"","36480","Account CRUD test in a different language (Spanish)","Build Verification Test","Mon Mar 17 12:18:54 GMT 2025","passed","Mon Mar 17 12:19:31 GMT 2025","io.github.dzmitryrak.tests.SpanishLanguageTest","CRUD for Contact","io.github.dzmitryrak.tests.SpanishLanguageTest","createAccountEditAndDeleteInSpanish"
"","17947","Check that correct case could be opened from table","Build Verification Test","Mon Mar 17 12:19:04 GMT 2025","passed","Mon Mar 17 12:19:22 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","tableSortingValidation"
"","18925","Check that values of cells could be interacted","Build Verification Test","Mon Mar 17 12:19:22 GMT 2025","passed","Mon Mar 17 12:19:41 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","tableValidation"
"","9839","Check that panel could be validated","Build Verification Test","Mon Mar 17 12:18:41 GMT 2025","passed","Mon Mar 17 12:18:51 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","panelValidation"
