"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","26370","Delete Lead","Build Verification Test","Thu May 08 10:50:11 GMT 2025","passed","Thu May 08 10:50:37 GMT 2025","io.github.dzmitryrak.tests.LeadCRUDTest","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","deleteLead"
"","28735","Create Account","Build Verification Test","Thu May 08 10:49:40 GMT 2025","passed","Thu May 08 10:50:09 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","createAccount"
"","23812","Edit Contact","Build Verification Test","Thu May 08 10:50:53 GMT 2025","failed","Thu May 08 10:51:17 GMT 2025","io.github.dzmitryrak.tests.ContactCRUDTest","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","editContact"
"","36853","Create Contact","Build Verification Test","Thu May 08 10:49:40 GMT 2025","passed","Thu May 08 10:50:17 GMT 2025","io.github.dzmitryrak.tests.ContactCRUDTest","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","createContact"
"","37419","Account CRUD test in a different language (Spanish)","Build Verification Test","Thu May 08 10:51:18 GMT 2025","passed","Thu May 08 10:51:55 GMT 2025","io.github.dzmitryrak.tests.SpanishLanguageTest","CRUD for Contact","io.github.dzmitryrak.tests.SpanishLanguageTest","createAccountEditAndDeleteInSpanish"
"","29796","Create Lead","Build Verification Test","Thu May 08 10:49:40 GMT 2025","passed","Thu May 08 10:50:10 GMT 2025","io.github.dzmitryrak.tests.LeadCRUDTest","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","createLead"
"","33331","Edit Lead","Build Verification Test","Thu May 08 10:50:38 GMT 2025","failed","Thu May 08 10:51:11 GMT 2025","io.github.dzmitryrak.tests.LeadCRUDTest","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","editLead"
"","31137","Edit Account","Build Verification Test","Thu May 08 10:50:49 GMT 2025","passed","Thu May 08 10:51:20 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","editAccount"
"","13822","Check that we can click on any button on case detail page","Build Verification Test","Thu May 08 10:51:12 GMT 2025","passed","Thu May 08 10:51:26 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","clickButtonOnDetailPage"
"","10336","Check that panel could be validated","Build Verification Test","Thu May 08 10:51:27 GMT 2025","passed","Thu May 08 10:51:37 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","panelValidation"
"","34260","Delete Contact","Build Verification Test","Thu May 08 10:50:18 GMT 2025","failed","Thu May 08 10:50:52 GMT 2025","io.github.dzmitryrak.tests.ContactCRUDTest","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","deleteContact"
"","18558","Check that values of cells could be interacted","Build Verification Test","Thu May 08 10:52:05 GMT 2025","passed","Thu May 08 10:52:24 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","tableValidation"
"","15344","Validate data from list view table by index","Build Verification Test","Thu May 08 10:52:11 GMT 2025","passed","Thu May 08 10:52:27 GMT 2025","io.github.dzmitryrak.tests.GetDataFromTableTest","Others","io.github.dzmitryrak.tests.GetDataFromTableTest","tableDataValidationByIndex"
"","22271","Delete Account","Build Verification Test","Thu May 08 10:50:26 GMT 2025","failed","Thu May 08 10:50:48 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","deleteAccount"
"","15654","Check that correct case could be opened from table","Build Verification Test","Thu May 08 10:51:49 GMT 2025","passed","Thu May 08 10:52:05 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","tableSortingValidation"
"","15128","Create account with several fields specified","Build Verification Test","Thu May 08 10:50:10 GMT 2025","passed","Thu May 08 10:50:25 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","createAccountSomeFields"
"","10596","Check that listview sorting exists and works","Build Verification Test","Thu May 08 10:51:38 GMT 2025","passed","Thu May 08 10:51:48 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","sortingListView"
"","13247","Check Error Message","Build Verification Test","Thu May 08 10:51:21 GMT 2025","passed","Thu May 08 10:51:34 GMT 2025","io.github.dzmitryrak.tests.ReadModalErrorTest","Others","io.github.dzmitryrak.tests.ReadModalErrorTest","testErrorMessage"
"","35769","Validate data from list view table by column name","Build Verification Test","Thu May 08 10:51:35 GMT 2025","failed","Thu May 08 10:52:11 GMT 2025","io.github.dzmitryrak.tests.GetDataFromTableTest","Others","io.github.dzmitryrak.tests.GetDataFromTableTest","tableDataValidationByColumnName"
