"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 12 13:14:52 GMT 2023","Wed Apr 12 13:16:27 GMT 2023","94904","Build Verification Test","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","io.github.dzmitryrak.tests.ContactCRUDTest","editContact","Edit Contact",""
"passed","Wed Apr 12 13:14:48 GMT 2023","Wed Apr 12 13:15:07 GMT 2023","19730","Build Verification Test","Cases","io.github.dzmitryrak.tests.CaseTest","io.github.dzmitryrak.tests.CaseTest","panelValidation","Check that panel could be validated",""
"passed","Wed Apr 12 13:16:22 GMT 2023","Wed Apr 12 13:16:58 GMT 2023","35748","Build Verification Test","Others","io.github.dzmitryrak.tests.ReadModalErrorTest","io.github.dzmitryrak.tests.ReadModalErrorTest","testErrorMessage","Check Error Message",""
"passed","Wed Apr 12 13:15:08 GMT 2023","Wed Apr 12 13:16:22 GMT 2023","73712","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","io.github.dzmitryrak.tests.AccountCRUDTest","editAccount","Edit Account",""
"passed","Wed Apr 12 13:16:59 GMT 2023","Wed Apr 12 13:17:47 GMT 2023","48865","Build Verification Test","Others","io.github.dzmitryrak.tests.GetDataFromTableTest","io.github.dzmitryrak.tests.GetDataFromTableTest","tableDataValidationByColumnName","Validate data from list view table by column name",""
"passed","Wed Apr 12 13:12:30 GMT 2023","Wed Apr 12 13:13:27 GMT 2023","57173","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","io.github.dzmitryrak.tests.AccountCRUDTest","createAccount","Create Account",""
"passed","Wed Apr 12 13:15:57 GMT 2023","Wed Apr 12 13:16:27 GMT 2023","30490","Build Verification Test","Cases","io.github.dzmitryrak.tests.CaseTest","io.github.dzmitryrak.tests.CaseTest","tableValidation","Check that values of cells could be interacted",""
"passed","Wed Apr 12 13:17:48 GMT 2023","Wed Apr 12 13:18:03 GMT 2023","15374","Build Verification Test","Others","io.github.dzmitryrak.tests.GetDataFromTableTest","io.github.dzmitryrak.tests.GetDataFromTableTest","tableDataValidationByIndex","Validate data from list view table by index",""
"passed","Wed Apr 12 13:15:08 GMT 2023","Wed Apr 12 13:15:25 GMT 2023","16816","Build Verification Test","Cases","io.github.dzmitryrak.tests.CaseTest","io.github.dzmitryrak.tests.CaseTest","sortingListView","Check that listview sorting exists and works",""
"passed","Wed Apr 12 13:13:28 GMT 2023","Wed Apr 12 13:14:13 GMT 2023","45124","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","io.github.dzmitryrak.tests.AccountCRUDTest","createAccountSomeFields","Create account with several fields specified",""
"passed","Wed Apr 12 13:15:25 GMT 2023","Wed Apr 12 13:15:56 GMT 2023","30500","Build Verification Test","Cases","io.github.dzmitryrak.tests.CaseTest","io.github.dzmitryrak.tests.CaseTest","tableSortingValidation","Check that correct case could be opened from table",""
"passed","Wed Apr 12 13:13:49 GMT 2023","Wed Apr 12 13:14:46 GMT 2023","57628","Build Verification Test","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","io.github.dzmitryrak.tests.LeadCRUDTest","editLead","Edit Lead",""
"passed","Wed Apr 12 13:13:41 GMT 2023","Wed Apr 12 13:14:51 GMT 2023","70019","Build Verification Test","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","io.github.dzmitryrak.tests.ContactCRUDTest","deleteContact","Delete Contact",""
"passed","Wed Apr 12 13:12:30 GMT 2023","Wed Apr 12 13:13:08 GMT 2023","38016","Build Verification Test","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","io.github.dzmitryrak.tests.LeadCRUDTest","createLead","Create Lead",""
"passed","Wed Apr 12 13:13:09 GMT 2023","Wed Apr 12 13:13:48 GMT 2023","39178","Build Verification Test","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","io.github.dzmitryrak.tests.LeadCRUDTest","deleteLead","Delete Lead",""
"passed","Wed Apr 12 13:12:30 GMT 2023","Wed Apr 12 13:13:40 GMT 2023","70531","Build Verification Test","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","io.github.dzmitryrak.tests.ContactCRUDTest","createContact","Create Contact",""
"passed","Wed Apr 12 13:16:27 GMT 2023","Wed Apr 12 13:17:03 GMT 2023","35611","Build Verification Test","CRUD for Contact","io.github.dzmitryrak.tests.SpanishLanguageTest","io.github.dzmitryrak.tests.SpanishLanguageTest","createAccountEditAndDeleteInSpanish","Account CRUD test in a different language (Spanish)",""
"passed","Wed Apr 12 13:14:14 GMT 2023","Wed Apr 12 13:15:07 GMT 2023","53312","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","io.github.dzmitryrak.tests.AccountCRUDTest","deleteAccount","Delete Account",""
