"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 28 00:13:45 GMT 2023","Tue Feb 28 00:14:16 GMT 2023","31380","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","io.github.dzmitryrak.tests.AccountCRUDTest","createAccountSomeFields","Create account with several fields specified",""
"passed","Tue Feb 28 00:13:35 GMT 2023","Tue Feb 28 00:14:07 GMT 2023","32276","Build Verification Test","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","io.github.dzmitryrak.tests.LeadCRUDTest","deleteLead","Delete Lead",""
"passed","Tue Feb 28 00:15:00 GMT 2023","Tue Feb 28 00:15:55 GMT 2023","55658","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","io.github.dzmitryrak.tests.AccountCRUDTest","editAccount","Edit Account",""
"passed","Tue Feb 28 00:15:56 GMT 2023","Tue Feb 28 00:16:25 GMT 2023","28725","Build Verification Test","Others","io.github.dzmitryrak.tests.ReadModalErrorTest","io.github.dzmitryrak.tests.ReadModalErrorTest","testErrorMessage","Check Error Message",""
"passed","Tue Feb 28 00:13:50 GMT 2023","Tue Feb 28 00:14:48 GMT 2023","58288","Build Verification Test","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","io.github.dzmitryrak.tests.ContactCRUDTest","deleteContact","Delete Contact",""
"passed","Tue Feb 28 00:14:08 GMT 2023","Tue Feb 28 00:14:57 GMT 2023","48826","Build Verification Test","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","io.github.dzmitryrak.tests.LeadCRUDTest","editLead","Edit Lead",""
"passed","Tue Feb 28 00:16:48 GMT 2023","Tue Feb 28 00:17:05 GMT 2023","17088","Build Verification Test","Others","io.github.dzmitryrak.tests.GetDataFromTableTest","io.github.dzmitryrak.tests.GetDataFromTableTest","tableDataValidationByIndex","Validate data from list view table by index",""
"passed","Tue Feb 28 00:12:58 GMT 2023","Tue Feb 28 00:13:44 GMT 2023","45633","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","io.github.dzmitryrak.tests.AccountCRUDTest","createAccount","Create Account",""
"passed","Tue Feb 28 00:14:17 GMT 2023","Tue Feb 28 00:14:59 GMT 2023","42361","Build Verification Test","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","io.github.dzmitryrak.tests.AccountCRUDTest","deleteAccount","Delete Account",""
"passed","Tue Feb 28 00:16:25 GMT 2023","Tue Feb 28 00:16:47 GMT 2023","21963","Build Verification Test","Others","io.github.dzmitryrak.tests.GetDataFromTableTest","io.github.dzmitryrak.tests.GetDataFromTableTest","tableDataValidationByColumnName","Validate data from list view table by column name",""
"passed","Tue Feb 28 00:14:58 GMT 2023","Tue Feb 28 00:15:17 GMT 2023","19740","Build Verification Test","Cases","io.github.dzmitryrak.tests.CaseTest","io.github.dzmitryrak.tests.CaseTest","panelValidation","Check that panel could be validated",""
"passed","Tue Feb 28 00:14:49 GMT 2023","Tue Feb 28 00:16:13 GMT 2023","83916","Build Verification Test","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","io.github.dzmitryrak.tests.ContactCRUDTest","editContact","Edit Contact",""
"passed","Tue Feb 28 00:12:58 GMT 2023","Tue Feb 28 00:13:50 GMT 2023","51282","Build Verification Test","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","io.github.dzmitryrak.tests.ContactCRUDTest","createContact","Create Contact",""
"passed","Tue Feb 28 00:15:40 GMT 2023","Tue Feb 28 00:16:09 GMT 2023","28719","Build Verification Test","Cases","io.github.dzmitryrak.tests.CaseTest","io.github.dzmitryrak.tests.CaseTest","tableSortingValidation","Check that correct case could be opened from table",""
"passed","Tue Feb 28 00:15:18 GMT 2023","Tue Feb 28 00:15:39 GMT 2023","21289","Build Verification Test","Cases","io.github.dzmitryrak.tests.CaseTest","io.github.dzmitryrak.tests.CaseTest","sortingListView","Check that listview sorting exists and works",""
"passed","Tue Feb 28 00:16:09 GMT 2023","Tue Feb 28 00:16:34 GMT 2023","24945","Build Verification Test","Cases","io.github.dzmitryrak.tests.CaseTest","io.github.dzmitryrak.tests.CaseTest","tableValidation","Check that values of cells could be interacted",""
"passed","Tue Feb 28 00:12:58 GMT 2023","Tue Feb 28 00:13:34 GMT 2023","35951","Build Verification Test","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","io.github.dzmitryrak.tests.LeadCRUDTest","createLead","Create Lead",""
