"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","38742","Create Contact","Build Verification Test","Wed May 21 09:57:18 GMT 2025","passed","Wed May 21 09:57:56 GMT 2025","io.github.dzmitryrak.tests.ContactCRUDTest","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","createContact"
"","32522","Delete Contact","Build Verification Test","Wed May 21 09:57:57 GMT 2025","passed","Wed May 21 09:58:30 GMT 2025","io.github.dzmitryrak.tests.ContactCRUDTest","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","deleteContact"
"","32682","Create Lead","Build Verification Test","Wed May 21 09:57:18 GMT 2025","passed","Wed May 21 09:57:50 GMT 2025","io.github.dzmitryrak.tests.LeadCRUDTest","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","createLead"
"","57263","Edit Account","Build Verification Test","Wed May 21 09:58:33 GMT 2025","passed","Wed May 21 09:59:30 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","editAccount"
"","12278","Check that panel could be validated","Build Verification Test","Wed May 21 09:59:13 GMT 2025","failed","Wed May 21 09:59:25 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","panelValidation"
"","36810","Check that we can click on any button on case detail page","Build Verification Test","Wed May 21 09:58:35 GMT 2025","passed","Wed May 21 09:59:12 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","clickButtonOnDetailPage"
"","11553","Check that listview sorting exists and works","Build Verification Test","Wed May 21 09:59:26 GMT 2025","passed","Wed May 21 09:59:38 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","sortingListView"
"","30301","Delete Lead","Build Verification Test","Wed May 21 09:57:51 GMT 2025","passed","Wed May 21 09:58:21 GMT 2025","io.github.dzmitryrak.tests.LeadCRUDTest","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","deleteLead"
"","45805","Account CRUD test in a different language (Spanish)","Build Verification Test","Wed May 21 09:59:29 GMT 2025","passed","Wed May 21 10:00:15 GMT 2025","io.github.dzmitryrak.tests.SpanishLanguageTest","CRUD for Contact","io.github.dzmitryrak.tests.SpanishLanguageTest","createAccountEditAndDeleteInSpanish"
"","12465","Edit Lead","Build Verification Test","Wed May 21 09:58:22 GMT 2025","broken","Wed May 21 09:58:35 GMT 2025","io.github.dzmitryrak.tests.LeadCRUDTest","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","editLead"
"","47576","Validate data from list view table by column name","Build Verification Test","Wed May 21 09:59:46 GMT 2025","passed","Wed May 21 10:00:34 GMT 2025","io.github.dzmitryrak.tests.GetDataFromTableTest","Others","io.github.dzmitryrak.tests.GetDataFromTableTest","tableDataValidationByColumnName"
"","17090","Create account with several fields specified","Build Verification Test","Wed May 21 09:57:51 GMT 2025","passed","Wed May 21 09:58:08 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","createAccountSomeFields"
"","23394","Delete Account","Build Verification Test","Wed May 21 09:58:09 GMT 2025","passed","Wed May 21 09:58:32 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","deleteAccount"
"","20769","Check that correct case could be opened from table","Build Verification Test","Wed May 21 09:59:38 GMT 2025","passed","Wed May 21 09:59:59 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","tableSortingValidation"
"","57837","Edit Contact","Build Verification Test","Wed May 21 09:58:31 GMT 2025","passed","Wed May 21 09:59:28 GMT 2025","io.github.dzmitryrak.tests.ContactCRUDTest","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","editContact"
"","15468","Validate data from list view table by index","Build Verification Test","Wed May 21 10:00:34 GMT 2025","passed","Wed May 21 10:00:50 GMT 2025","io.github.dzmitryrak.tests.GetDataFromTableTest","Others","io.github.dzmitryrak.tests.GetDataFromTableTest","tableDataValidationByIndex"
"","21568","Check that values of cells could be interacted","Build Verification Test","Wed May 21 10:00:00 GMT 2025","failed","Wed May 21 10:00:22 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","tableValidation"
"","15193","Check Error Message","Build Verification Test","Wed May 21 09:59:30 GMT 2025","passed","Wed May 21 09:59:46 GMT 2025","io.github.dzmitryrak.tests.ReadModalErrorTest","Others","io.github.dzmitryrak.tests.ReadModalErrorTest","testErrorMessage"
"","31913","Create Account","Build Verification Test","Wed May 21 09:57:18 GMT 2025","passed","Wed May 21 09:57:50 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","createAccount"
