"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17305","Check that correct case could be opened from table","Build Verification Test","Tue Apr 22 08:06:53 GMT 2025","passed","Tue Apr 22 08:07:10 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","tableSortingValidation"
"","79288","Edit Contact","Build Verification Test","Tue Apr 22 08:05:06 GMT 2025","passed","Tue Apr 22 08:06:25 GMT 2025","io.github.dzmitryrak.tests.ContactCRUDTest","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","editContact"
"","41314","Account CRUD test in a different language (Spanish)","Build Verification Test","Tue Apr 22 08:06:26 GMT 2025","passed","Tue Apr 22 08:07:07 GMT 2025","io.github.dzmitryrak.tests.SpanishLanguageTest","CRUD for Contact","io.github.dzmitryrak.tests.SpanishLanguageTest","createAccountEditAndDeleteInSpanish"
"","53221","Edit Lead","Build Verification Test","Tue Apr 22 08:05:21 GMT 2025","passed","Tue Apr 22 08:06:14 GMT 2025","io.github.dzmitryrak.tests.LeadCRUDTest","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","editLead"
"","55414","Edit Account","Build Verification Test","Tue Apr 22 08:05:56 GMT 2025","passed","Tue Apr 22 08:06:51 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","editAccount"
"","23437","Delete Contact","Build Verification Test","Tue Apr 22 08:04:41 GMT 2025","failed","Tue Apr 22 08:05:05 GMT 2025","io.github.dzmitryrak.tests.ContactCRUDTest","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","deleteContact"
"","50707","Create Contact","Build Verification Test","Tue Apr 22 08:03:50 GMT 2025","failed","Tue Apr 22 08:04:41 GMT 2025","io.github.dzmitryrak.tests.ContactCRUDTest","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","createContact"
"","10978","Check that listview sorting exists and works","Build Verification Test","Tue Apr 22 08:06:41 GMT 2025","passed","Tue Apr 22 08:06:52 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","sortingListView"
"","32312","Check Error Message","Build Verification Test","Tue Apr 22 08:06:52 GMT 2025","passed","Tue Apr 22 08:07:24 GMT 2025","io.github.dzmitryrak.tests.ReadModalErrorTest","Others","io.github.dzmitryrak.tests.ReadModalErrorTest","testErrorMessage"
"","44531","Create Lead","Build Verification Test","Tue Apr 22 08:03:50 GMT 2025","passed","Tue Apr 22 08:04:34 GMT 2025","io.github.dzmitryrak.tests.LeadCRUDTest","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","createLead"
"","40938","Validate data from list view table by column name","Build Verification Test","Tue Apr 22 08:07:25 GMT 2025","passed","Tue Apr 22 08:08:06 GMT 2025","io.github.dzmitryrak.tests.GetDataFromTableTest","Others","io.github.dzmitryrak.tests.GetDataFromTableTest","tableDataValidationByColumnName"
"","10493","Check that panel could be validated","Build Verification Test","Tue Apr 22 08:06:30 GMT 2025","passed","Tue Apr 22 08:06:40 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","panelValidation"
"","44575","Delete Lead","Build Verification Test","Tue Apr 22 08:04:35 GMT 2025","passed","Tue Apr 22 08:05:20 GMT 2025","io.github.dzmitryrak.tests.LeadCRUDTest","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","deleteLead"
"","35756","Create account with several fields specified","Build Verification Test","Tue Apr 22 08:04:35 GMT 2025","passed","Tue Apr 22 08:05:11 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","createAccountSomeFields"
"","14666","Check that we can click on any button on case detail page","Build Verification Test","Tue Apr 22 08:06:15 GMT 2025","passed","Tue Apr 22 08:06:29 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","clickButtonOnDetailPage"
"","17886","Check that values of cells could be interacted","Build Verification Test","Tue Apr 22 08:07:11 GMT 2025","passed","Tue Apr 22 08:07:29 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","tableValidation"
"","42890","Delete Account","Build Verification Test","Tue Apr 22 08:05:12 GMT 2025","failed","Tue Apr 22 08:05:55 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","deleteAccount"
"","44488","Create Account","Build Verification Test","Tue Apr 22 08:03:50 GMT 2025","passed","Tue Apr 22 08:04:34 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","createAccount"
"","14765","Validate data from list view table by index","Build Verification Test","Tue Apr 22 08:08:06 GMT 2025","passed","Tue Apr 22 08:08:21 GMT 2025","io.github.dzmitryrak.tests.GetDataFromTableTest","Others","io.github.dzmitryrak.tests.GetDataFromTableTest","tableDataValidationByIndex"
