"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","69602","Edit Lead","Build Verification Test","Mon Apr 21 13:33:44 GMT 2025","passed","Mon Apr 21 13:34:54 GMT 2025","io.github.dzmitryrak.tests.LeadCRUDTest","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","editLead"
"","13475","Check that we can click on any button on case detail page","Build Verification Test","Mon Apr 21 13:34:55 GMT 2025","passed","Mon Apr 21 13:35:08 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","clickButtonOnDetailPage"
"","43999","Edit Account","Build Verification Test","Mon Apr 21 13:34:25 GMT 2025","failed","Mon Apr 21 13:35:09 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","editAccount"
"","11417","Check that panel could be validated","Build Verification Test","Mon Apr 21 13:35:09 GMT 2025","passed","Mon Apr 21 13:35:20 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","panelValidation"
"","609767","Edit Contact","Build Verification Test","Mon Apr 21 13:33:39 GMT 2025","failed","Mon Apr 21 13:43:49 GMT 2025","io.github.dzmitryrak.tests.ContactCRUDTest","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","editContact"
"","44525","Create account with several fields specified","Build Verification Test","Mon Apr 21 13:32:39 GMT 2025","failed","Mon Apr 21 13:33:24 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","createAccountSomeFields"
"","68021","Create Account","Build Verification Test","Mon Apr 21 13:31:30 GMT 2025","passed","Mon Apr 21 13:32:38 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","createAccount"
"","64301","Delete Lead","Build Verification Test","Mon Apr 21 13:32:40 GMT 2025","passed","Mon Apr 21 13:33:44 GMT 2025","io.github.dzmitryrak.tests.LeadCRUDTest","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","deleteLead"
"","59985","Delete Account","Build Verification Test","Mon Apr 21 13:33:24 GMT 2025","passed","Mon Apr 21 13:34:24 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","deleteAccount"
"","43523","Account CRUD test in a different language (Spanish)","Build Verification Test","Mon Apr 21 13:43:49 GMT 2025","failed","Mon Apr 21 13:44:33 GMT 2025","io.github.dzmitryrak.tests.SpanishLanguageTest","CRUD for Contact","io.github.dzmitryrak.tests.SpanishLanguageTest","createAccountEditAndDeleteInSpanish"
"","19251","Check that values of cells could be interacted","Build Verification Test","Mon Apr 21 13:36:18 GMT 2025","passed","Mon Apr 21 13:36:37 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","tableValidation"
"","58145","Create Contact","Build Verification Test","Mon Apr 21 13:31:30 GMT 2025","passed","Mon Apr 21 13:32:28 GMT 2025","io.github.dzmitryrak.tests.ContactCRUDTest","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","createContact"
"","10845","Check that listview sorting exists and works","Build Verification Test","Mon Apr 21 13:35:20 GMT 2025","passed","Mon Apr 21 13:35:31 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","sortingListView"
"","45297","Check that correct case could be opened from table","Build Verification Test","Mon Apr 21 13:35:32 GMT 2025","failed","Mon Apr 21 13:36:17 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","tableSortingValidation"
"","69033","Delete Contact","Build Verification Test","Mon Apr 21 13:32:29 GMT 2025","failed","Mon Apr 21 13:33:38 GMT 2025","io.github.dzmitryrak.tests.ContactCRUDTest","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","deleteContact"
"","53996","Check Error Message","Build Verification Test","Mon Apr 21 13:35:09 GMT 2025","passed","Mon Apr 21 13:36:03 GMT 2025","io.github.dzmitryrak.tests.ReadModalErrorTest","Others","io.github.dzmitryrak.tests.ReadModalErrorTest","testErrorMessage"
"","44223","Validate data from list view table by index","Build Verification Test","Mon Apr 21 13:36:51 GMT 2025","failed","Mon Apr 21 13:37:36 GMT 2025","io.github.dzmitryrak.tests.GetDataFromTableTest","Others","io.github.dzmitryrak.tests.GetDataFromTableTest","tableDataValidationByIndex"
"","68472","Create Lead","Build Verification Test","Mon Apr 21 13:31:30 GMT 2025","passed","Mon Apr 21 13:32:39 GMT 2025","io.github.dzmitryrak.tests.LeadCRUDTest","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","createLead"
"","47238","Validate data from list view table by column name","Build Verification Test","Mon Apr 21 13:36:04 GMT 2025","failed","Mon Apr 21 13:36:51 GMT 2025","io.github.dzmitryrak.tests.GetDataFromTableTest","Others","io.github.dzmitryrak.tests.GetDataFromTableTest","tableDataValidationByColumnName"
