"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","52260","Delete Lead","Build Verification Test","Tue May 27 06:51:02 GMT 2025","passed","Tue May 27 06:51:54 GMT 2025","io.github.dzmitryrak.tests.LeadCRUDTest","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","deleteLead"
"","19683","Check that correct case could be opened from table","Build Verification Test","Tue May 27 06:53:07 GMT 2025","passed","Tue May 27 06:53:27 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","tableSortingValidation"
"","10633","Check that listview sorting exists and works","Build Verification Test","Tue May 27 06:52:56 GMT 2025","passed","Tue May 27 06:53:06 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","sortingListView"
"","28634","Edit Contact","Build Verification Test","Tue May 27 06:50:58 GMT 2025","failed","Tue May 27 06:51:27 GMT 2025","io.github.dzmitryrak.tests.ContactCRUDTest","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","editContact"
"","34312","Edit Lead","Build Verification Test","Tue May 27 06:51:55 GMT 2025","failed","Tue May 27 06:52:29 GMT 2025","io.github.dzmitryrak.tests.LeadCRUDTest","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","editLead"
"","57909","Create Account","Build Verification Test","Tue May 27 06:50:03 GMT 2025","passed","Tue May 27 06:51:00 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","createAccount"
"","15844","Create account with several fields specified","Build Verification Test","Tue May 27 06:51:01 GMT 2025","passed","Tue May 27 06:51:17 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","createAccountSomeFields"
"","33574","Edit Account","Build Verification Test","Tue May 27 06:52:09 GMT 2025","passed","Tue May 27 06:52:42 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","editAccount"
"","14398","Check that we can click on any button on case detail page","Build Verification Test","Tue May 27 06:52:30 GMT 2025","passed","Tue May 27 06:52:44 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","clickButtonOnDetailPage"
"","33811","Check that values of cells could be interacted","Build Verification Test","Tue May 27 06:53:27 GMT 2025","failed","Tue May 27 06:54:01 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","tableValidation"
"","10134","Check that panel could be validated","Build Verification Test","Tue May 27 06:52:45 GMT 2025","passed","Tue May 27 06:52:55 GMT 2025","io.github.dzmitryrak.tests.CaseTest","Cases","io.github.dzmitryrak.tests.CaseTest","panelValidation"
"","66889","Account CRUD test in a different language (Spanish)","Build Verification Test","Tue May 27 06:51:27 GMT 2025","passed","Tue May 27 06:52:34 GMT 2025","io.github.dzmitryrak.tests.SpanishLanguageTest","CRUD for Contact","io.github.dzmitryrak.tests.SpanishLanguageTest","createAccountEditAndDeleteInSpanish"
"","12850","Check Error Message","Build Verification Test","Tue May 27 06:52:35 GMT 2025","passed","Tue May 27 06:52:48 GMT 2025","io.github.dzmitryrak.tests.ReadModalErrorTest","Others","io.github.dzmitryrak.tests.ReadModalErrorTest","testErrorMessage"
"","58938","Create Lead","Build Verification Test","Tue May 27 06:50:03 GMT 2025","passed","Tue May 27 06:51:01 GMT 2025","io.github.dzmitryrak.tests.LeadCRUDTest","CRUD for Lead","io.github.dzmitryrak.tests.LeadCRUDTest","createLead"
"","45667","Validate data from list view table by column name","Build Verification Test","Tue May 27 06:52:48 GMT 2025","passed","Tue May 27 06:53:34 GMT 2025","io.github.dzmitryrak.tests.GetDataFromTableTest","Others","io.github.dzmitryrak.tests.GetDataFromTableTest","tableDataValidationByColumnName"
"","28922","Create Contact","Build Verification Test","Tue May 27 06:50:03 GMT 2025","failed","Tue May 27 06:50:31 GMT 2025","io.github.dzmitryrak.tests.ContactCRUDTest","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","createContact"
"","50544","Delete Account","Build Verification Test","Tue May 27 06:51:18 GMT 2025","passed","Tue May 27 06:52:08 GMT 2025","io.github.dzmitryrak.tests.AccountCRUDTest","CRUD for Account","io.github.dzmitryrak.tests.AccountCRUDTest","deleteAccount"
"","33791","Validate data from list view table by index","Build Verification Test","Tue May 27 06:53:35 GMT 2025","failed","Tue May 27 06:54:09 GMT 2025","io.github.dzmitryrak.tests.GetDataFromTableTest","Others","io.github.dzmitryrak.tests.GetDataFromTableTest","tableDataValidationByIndex"
"","25334","Delete Contact","Build Verification Test","Tue May 27 06:50:32 GMT 2025","failed","Tue May 27 06:50:57 GMT 2025","io.github.dzmitryrak.tests.ContactCRUDTest","CRUD for Contact","io.github.dzmitryrak.tests.ContactCRUDTest","deleteContact"
